hla1,hla2,sim
A__74_03,B__39_05,0.417
B__27_02,B__52_01,0.335
B__14_02,C__16_01,0.465
A__31_01,B__44_05,0.445
B__13_02,B__18_01,0.374
A__31_01,B__35_08,0.412
B__48_01,B__55_01,0.358
C__07_01,C__12_03,0.3
A__03_01,C__02_02,0.544
A__29_01,C__08_02,0.588
A__02_06,A__24_02,0.429
A__24_02,C__07_04,0.713
B__15_08,B__35_02,0.219
A__32_01,B__39_05,0.402
B__27_05,C__08_01,0.74
B__39_05,B__44_02,0.303
B__15_01,C__05_01,0.697
B__51_01,C__12_02,0.467
A__29_02,C__17_01,0.559
A__11_01,A__74_03,0.341
A__68_01,B__55_01,0.422
B__15_08,B__44_05,0.293
B__27_02,B__35_02,0.48
A__30_02,B__35_08,0.42
B__40_02,B__44_02,0.237
B__15_03,B__39_05,0.2
A__11_01,C__12_03,0.514
A__29_01,B__07_05,0.458
B__08_01,B__56_01,0.241
B__44_04,C__17_01,0.613
B__27_02,C__03_04,0.703
C__02_02,C__12_02,0.214
B__15_08,B__44_02,0.293
B__37_01,C__02_02,0.551
B__08_01,C__08_02,0.61
A__30_02,C__14_02,0.553
A__30_01,B__27_02,0.427
A__29_01,B__56_01,0.349
A__68_01,C__17_01,0.653
B__35_02,B__40_01,0.39
A__11_01,C__17_01,0.66
A__11_01,C__05_01,0.691
C__03_06,C__08_02,0.355
B__27_02,B__55_01,0.41
B__15_08,C__08_02,0.616
A__23_01,B__39_05,0.486
B__40_01,B__55_01,0.366
B__35_02,C__07_04,0.514
A__24_03,B__08_01,0.458
B__35_08,C__03_04,0.473
A__02_06,B__41_02,0.514
A__24_02,B__15_08,0.56
A__68_02,C__12_02,0.508
A__11_01,B__40_02,0.486
A__25_01,C__14_02,0.508
A__30_01,B__35_08,0.392
A__02_06,B__35_03,0.412
A__74_03,C__08_02,0.675
B__15_16,C__03_04,0.559
B__15_15,B__27_02,0.434
A__31_01,A__34_01,0.4
A__03_01,B__37_01,0.307
A__24_02,B__48_01,0.488
B__08_01,B__44_02,0.358
B__44_03,C__14_02,0.535
B__51_01,C__08_01,0.544
A__31_01,C__07_02,0.496
A__30_01,B__07_05,0.456
B__15_16,C__16_01,0.508
B__52_01,C__17_01,0.573
B__13_02,B__39_05,0.397
B__35_03,C__14_02,0.458
B__35_08,C__08_02,0.498
A__25_01,C__07_01,0.518
A__24_02,C__08_02,0.729
B__52_01,C__12_02,0.494
A__29_01,A__34_01,0.338
A__02_06,B__27_05,0.58
B__39_05,C__15_02,0.477
A__32_01,A__33_01,0.279
B__40_01,B__52_01,0.363
B__08_01,C__12_03,0.494
A__11_01,B__15_03,0.363
A__34_01,B__27_05,0.615
A__68_02,B__27_06,0.666
A__03_01,A__29_02,0.303
A__23_01,C__03_06,0.674
B__08_01,C__07_02,0.523
A__32_01,B__35_02,0.392
A__25_01,A__26_01,0.118
B__41_02,C__07_02,0.602
A__68_01,B__44_04,0.51
A__68_02,B__27_05,0.651
B__13_02,B__35_01,0.349
A__03_01,B__13_02,0.407
A__30_01,C__15_05,0.498
C__03_06,C__12_02,0.319
B__44_05,C__15_02,0.551
B__08_01,B__48_01,0.249
B__07_02,B__55_01,0.322
A__29_02,B__14_02,0.322
A__03_01,B__15_16,0.407
A__23_01,A__29_02,0.385
A__29_01,B__13_02,0.473
B__56_01,C__02_02,0.5
C__03_03,C__14_02,0.286
B__39_05,C__16_01,0.429
A__29_01,B__40_02,0.445
A__02_01,B__14_02,0.407
A__32_01,C__16_01,0.502
A__34_01,C__06_02,0.51
A__74_01,B__35_03,0.374
B__13_02,B__15_03,0.272
A__01_01,B__07_02,0.486
A__24_02,A__25_01,0.648
A__24_02,B__39_05,0.551
A__23_01,B__55_01,0.429
A__24_02,B__44_05,0.557
B__13_02,B__37_01,0.232
B__44_05,C__03_06,0.623
B__15_03,C__04_01,0.592
A__23_01,B__15_15,0.506
A__31_01,B__15_03,0.332
B__37_01,B__51_01,0.195
A__02_01,C__06_02,0.555
A__32_01,A__74_03,0.155
A__11_01,C__08_02,0.631
A__68_01,A__68_02,0.134
A__74_01,B__48_01,0.424
A__68_02,C__07_04,0.59
B__27_05,C__01_02,0.699
C__14_02,C__16_01,0.134
B__35_03,B__39_05,0.118
A__25_01,C__03_03,0.559
A__68_01,B__57_01,0.484
A__02_01,B__41_02,0.514
B__14_02,C__03_06,0.542
C__03_03,C__08_01,0.358
B__35_08,B__48_01,0.429
A__74_01,B__15_08,0.434
B__51_01,B__55_01,0.11
A__30_01,C__05_01,0.684
B__15_01,B__27_05,0.355
C__04_01,C__06_02,0.322
B__14_02,B__35_03,0.045
A__11_01,A__24_03,0.379
B__40_02,C__16_01,0.608
A__30_02,A__31_01,0.253
A__11_01,B__27_02,0.488
B__15_15,B__18_01,0.257
B__52_01,C__06_02,0.525
A__29_02,B__40_01,0.492
A__34_01,B__07_02,0.593
A__31_01,A__68_02,0.424
A__33_01,C__14_02,0.456
A__02_01,B__37_01,0.463
B__35_08,B__55_01,0.134
B__39_05,C__01_02,0.438
B__15_01,C__12_03,0.525
B__44_04,C__16_01,0.548
A__68_01,B__15_15,0.475
B__55_01,C__03_04,0.508
A__30_02,B__56_01,0.382
A__30_01,B__27_06,0.445
A__30_01,C__07_04,0.576
A__26_01,B__44_04,0.496
A__30_01,C__03_04,0.546
B__07_05,C__16_01,0.56
A__01_01,B__15_01,0.41
A__26_01,C__15_05,0.546
A__30_02,C__01_02,0.588
A__24_03,C__12_02,0.647
A__29_02,A__33_01,0.134
B__14_02,B__40_01,0.379
B__15_01,C__06_02,0.573
B__55_01,C__12_03,0.452
A__32_01,C__15_02,0.475
A__24_02,B__27_06,0.473
B__13_02,B__35_03,0.344
B__27_06,B__57_01,0.382
A__34_01,B__35_08,0.387
A__01_01,C__07_02,0.456
A__03_01,C__03_06,0.65
A__11_01,A__23_01,0.349
A__02_06,C__17_01,0.626
B__08_01,B__35_01,0.241
B__44_05,B__56_01,0.316
B__35_01,C__02_02,0.49
A__34_01,C__02_02,0.56
B__13_02,B__44_04,0.417
A__29_02,C__07_04,0.52
A__29_02,A__30_02,0.29
A__23_01,B__15_16,0.502
B__35_01,B__57_01,0.272
B__44_05,C__08_02,0.632
B__48_01,C__03_04,0.717
A__24_03,C__03_03,0.707
A__30_02,C__15_02,0.564
A__25_01,B__27_02,0.659
B__15_08,B__41_02,0.369
A__68_02,C__03_03,0.58
A__24_02,B__44_02,0.56
A__26_01,B__56_01,0.417
C__01_02,C__05_01,0.387
B__40_02,C__12_03,0.593
C__05_01,C__07_01,0.56
A__74_03,B__15_15,0.429
A__02_01,B__40_02,0.516
A__30_01,C__07_01,0.475
B__15_16,B__27_02,0.427
A__31_01,A__68_01,0.358
B__13_02,B__40_02,0.392
B__15_15,B__35_02,0.224
C__07_04,C__12_03,0.361
B__15_01,B__37_01,0.232
A__03_01,B__40_02,0.395
A__29_01,B__51_01,0.344
A__74_03,C__07_04,0.595
B__15_01,C__14_02,0.529
B__48_01,C__07_04,0.651
A__33_01,B__41_02,0.467
A__11_01,B__35_03,0.358
A__29_02,B__39_05,0.344
A__30_02,B__18_01,0.443
B__18_01,C__04_01,0.607
A__02_06,C__07_01,0.512
B__15_16,B__40_02,0.387
A__24_02,A__34_01,0.639
B__27_02,B__41_02,0.29
A__68_02,B__08_01,0.467
A__68_01,B__35_08,0.427
A__02_01,A__03_01,0.341
A__32_01,C__03_06,0.618
A__02_01,B__18_01,0.465
A__03_01,C__08_01,0.662
A__11_01,C__01_02,0.54
A__30_02,C__12_03,0.553
B__44_02,B__57_01,0.346
A__01_01,B__35_02,0.341
A__24_03,B__35_08,0.557
B__15_08,C__14_02,0.496
B__15_03,C__03_03,0.553
A__30_02,C__15_05,0.562
B__07_05,C__03_04,0.653
A__68_01,B__15_03,0.445
C__01_02,C__15_02,0.268
B__35_03,C__03_04,0.506
B__40_01,B__41_02,0.214
B__13_02,C__15_05,0.626
A__29_01,C__16_01,0.467
B__18_01,C__03_06,0.573
A__02_06,C__02_02,0.544
B__37_01,C__07_02,0.564
C__07_02,C__17_01,0.529
C__12_03,C__15_05,0.2
A__74_03,C__16_01,0.548
A__29_01,C__12_02,0.469
B__08_01,C__05_01,0.666
B__15_01,B__35_02,0.268
B__15_03,B__15_08,0.224
B__35_01,B__35_08,0.1
A__02_01,A__31_01,0.363
A__74_01,B__15_15,0.436
B__35_08,C__01_02,0.431
B__15_03,B__15_16,0.265
A__02_06,B__44_03,0.514
A__32_01,B__27_06,0.436
B__15_15,C__08_02,0.618
B__27_06,C__03_03,0.721
B__15_01,B__15_03,0.179
B__40_01,B__40_02,0.253
B__07_02,C__15_05,0.602
B__08_01,C__15_05,0.52
A__25_01,B__35_03,0.415
B__35_03,C__02_02,0.492
B__55_01,C__01_02,0.482
A__33_01,C__04_01,0.539
C__12_02,C__16_01,0.063
A__31_01,B__44_04,0.452
B__27_05,C__07_02,0.65
A__01_01,C__15_02,0.488
B__44_02,C__03_03,0.597
B__15_15,C__15_02,0.55
A__02_06,A__25_01,0.415
C__06_02,C__07_04,0.361
B__39_05,B__56_01,0.11
A__32_01,B__27_02,0.424
A__11_01,A__31_01,0.332
B__27_02,B__56_01,0.431
B__35_01,B__40_02,0.395
A__29_02,B__35_03,0.322
A__23_01,B__15_01,0.443
B__15_15,B__39_05,0.205
A__03_01,B__27_05,0.402
A__31_01,B__15_15,0.427
A__34_01,C__15_02,0.566
A__24_03,A__74_03,0.405
B__52_01,C__05_01,0.631
B__40_01,C__15_02,0.6
A__25_01,A__34_01,0.134
A__34_01,B__18_01,0.473
A__11_01,B__44_03,0.458
B__07_05,B__51_01,0.332
B__13_02,C__14_02,0.629
A__29_02,B__15_01,0.387
B__35_01,C__15_05,0.488
A__34_01,C__12_03,0.494
A__32_01,B__44_04,0.449
A__02_06,B__52_01,0.427
A__02_01,B__51_01,0.429
B__07_02,C__08_01,0.677
B__57_01,C__12_03,0.546
A__31_01,C__06_02,0.564
C__05_01,C__07_04,0.436
B__27_05,C__03_03,0.707
B__15_08,B__55_01,0.2
A__24_03,C__05_01,0.776
A__26_01,A__74_03,0.486
C__08_01,C__12_02,0.346
A__11_01,C__07_01,0.49
B__48_01,C__04_01,0.722
A__24_03,B__51_01,0.484
A__33_01,C__07_01,0.447
A__68_02,B__48_01,0.61
A__25_01,B__56_01,0.417
A__74_01,B__14_02,0.369
A__26_01,A__68_01,0.349
A__33_01,C__01_02,0.486
B__14_02,C__15_05,0.496
B__51_01,C__15_02,0.473
B__15_16,C__12_03,0.49
A__23_01,C__07_02,0.583
C__07_01,C__15_05,0.307
A__33_01,C__08_02,0.559
A__03_01,C__15_02,0.551
B__15_01,B__15_15,0.118
B__27_06,C__08_02,0.768
C__03_06,C__16_01,0.322
B__15_01,C__07_04,0.585
A__26_01,C__07_02,0.458
A__11_01,B__15_16,0.405
A__68_02,B__44_03,0.54
A__33_01,B__07_05,0.477
A__26_01,A__33_01,0.268
B__52_01,C__03_06,0.576
A__74_01,C__12_02,0.542
A__11_01,C__07_02,0.504
B__44_03,C__05_01,0.666
B__35_02,B__39_05,0.063
C__03_03,C__12_02,0.316
B__44_03,C__15_02,0.55
A__11_01,B__15_15,0.429
A__33_01,C__02_02,0.477
B__40_01,C__04_01,0.683
A__11_01,A__25_01,0.377
A__32_01,C__07_02,0.482
B__41_02,C__17_01,0.648
A__33_01,B__48_01,0.527
B__13_02,B__27_06,0.349
B__18_01,B__44_05,0.344
B__41_02,C__15_02,0.592
C__03_03,C__08_02,0.382
A__30_01,A__32_01,0.29
B__52_01,B__56_01,0.173
C__05_01,C__14_02,0.412
A__02_01,A__33_01,0.316
A__01_01,A__24_03,0.417
B__48_01,C__16_01,0.642
A__11_01,C__14_02,0.512
A__30_02,C__12_02,0.56
C__05_01,C__08_01,0.2
B__27_05,B__35_08,0.49
B__08_01,B__35_08,0.29
B__39_05,B__44_04,0.297
A__26_01,B__07_02,0.626
A__24_02,C__03_04,0.7
A__74_03,B__44_05,0.434
A__74_03,C__14_02,0.56
A__24_03,B__44_04,0.576
A__02_06,A__34_01,0.382
A__25_01,A__31_01,0.447
B__27_06,B__51_01,0.412
A__01_01,A__29_02,0.286
B__15_15,C__17_01,0.624
B__44_04,C__01_02,0.555
B__27_02,B__40_01,0.39
A__01_01,C__12_02,0.458
B__27_02,B__44_04,0.307
B__15_16,C__04_01,0.569
A__02_01,C__07_01,0.508
B__35_03,C__07_02,0.504
A__31_01,C__03_06,0.631
A__03_01,C__01_02,0.573
A__74_01,C__17_01,0.595
C__07_01,C__08_02,0.522
A__03_01,B__27_06,0.412
A__24_03,C__14_02,0.647
A__01_01,B__15_08,0.402
B__13_02,C__07_01,0.576
B__40_02,C__01_02,0.618
B__15_03,B__44_04,0.3
B__35_01,B__40_01,0.382
B__51_01,C__06_02,0.492
C__03_03,C__04_01,0.429
A__02_01,C__03_06,0.602
A__01_01,B__15_16,0.369
B__15_08,B__35_03,0.2
B__13_02,B__35_08,0.412
B__35_08,B__51_01,0.173
A__33_01,B__35_01,0.326
B__27_05,B__44_04,0.3
A__30_01,B__15_15,0.431
A__29_02,B__56_01,0.329
A__74_03,B__35_08,0.427
A__30_02,A__68_01,0.415
A__29_01,A__68_01,0.316
B__15_08,B__35_01,0.205
B__55_01,C__07_02,0.502
C__03_03,C__03_06,0.11
B__07_02,B__15_16,0.361
A__03_01,B__35_01,0.374
B__15_16,B__48_01,0.407
B__39_05,C__08_02,0.516
B__35_02,B__52_01,0.224
A__30_01,B__13_02,0.427
B__18_01,C__15_05,0.55
B__15_03,C__14_02,0.494
A__68_01,B__51_01,0.431
A__25_01,B__15_16,0.431
A__24_03,A__31_01,0.431
A__68_01,B__41_02,0.518
A__11_01,B__44_05,0.458
B__08_01,C__12_02,0.498
A__29_01,B__15_08,0.42
A__68_02,A__74_03,0.465
B__41_02,C__03_06,0.713
B__52_01,B__57_01,0.219
A__33_01,B__35_03,0.326
B__48_01,B__51_01,0.377
C__06_02,C__16_01,0.195
A__74_03,B__56_01,0.377
B__15_01,B__40_02,0.322
A__30_02,A__74_03,0.307
B__44_05,C__04_01,0.605
A__25_01,B__39_05,0.41
A__02_01,B__44_04,0.518
A__25_01,B__44_05,0.518
A__01_01,C__12_03,0.452
A__24_03,B__57_01,0.475
A__29_01,B__35_02,0.355
A__23_01,A__74_01,0.307
A__31_01,B__41_02,0.424
A__32_01,B__27_05,0.431
A__24_02,A__30_01,0.429
B__07_05,C__08_02,0.632
A__25_01,B__44_02,0.52
A__33_01,A__74_03,0.286
B__13_02,B__57_01,0.205
B__44_03,B__57_01,0.349
A__68_02,B__15_15,0.496
A__23_01,C__15_05,0.551
B__44_05,B__48_01,0.358
A__33_01,B__57_01,0.422
B__57_01,C__17_01,0.615
B__35_01,B__44_05,0.316
B__13_02,B__52_01,0.268
A__02_01,B__44_03,0.514
B__48_01,C__05_01,0.764
B__14_02,B__52_01,0.161
A__03_01,B__07_05,0.445
B__35_02,C__02_02,0.471
A__23_01,B__57_01,0.42
B__40_02,C__07_04,0.639
A__29_01,B__57_01,0.407
B__27_06,C__02_02,0.626
B__35_01,B__35_03,0.0
B__13_02,B__41_02,0.417
B__13_02,C__12_03,0.62
A__26_01,C__02_02,0.555
B__44_02,C__17_01,0.62
C__08_02,C__15_05,0.379
B__51_01,C__07_02,0.498
A__74_03,C__12_02,0.535
A__25_01,C__12_02,0.492
A__02_06,A__68_01,0.141
C__07_04,C__12_02,0.366
A__26_01,B__27_06,0.686
A__30_01,B__41_02,0.431
B__39_05,C__05_01,0.569
A__29_01,B__35_03,0.349
A__02_06,C__16_01,0.504
B__35_02,C__03_04,0.477
A__68_01,C__04_01,0.632
A__01_01,A__26_01,0.326
B__08_01,C__03_03,0.605
B__44_03,C__16_01,0.557
A__32_01,B__44_05,0.443
B__27_02,C__07_02,0.651
B__44_03,C__04_01,0.6
B__40_02,B__41_02,0.195
B__51_01,C__03_04,0.512
A__25_01,C__01_02,0.525
B__37_01,B__55_01,0.214
B__15_15,C__06_02,0.544
B__35_08,C__14_02,0.42
B__15_01,B__35_03,0.224
A__29_02,C__05_01,0.639
A__33_01,B__15_08,0.397
B__52_01,C__03_04,0.546
B__41_02,C__12_03,0.588
A__30_01,B__18_01,0.431
A__74_03,B__40_01,0.488
A__25_01,A__30_01,0.465
A__33_01,B__27_06,0.55
A__23_01,B__56_01,0.445
A__68_01,C__01_02,0.559
B__35_03,C__04_01,0.56
A__29_02,B__35_02,0.344
B__07_05,C__07_01,0.562
B__15_03,C__05_01,0.645
B__15_08,C__08_01,0.605
B__07_05,B__39_05,0.332
B__07_05,B__55_01,0.307
A__68_01,C__16_01,0.52
B__08_01,C__07_04,0.567
A__29_01,A__74_01,0.268
C__14_02,C__15_05,0.245
A__24_03,B__15_16,0.559
A__11_01,B__44_02,0.463
B__35_03,B__37_01,0.224
B__15_03,C__08_02,0.592
A__32_01,A__74_01,0.167
A__30_02,B__48_01,0.463
A__26_01,C__01_02,0.516
A__24_03,B__35_01,0.514
B__07_02,C__14_02,0.595
B__14_02,C__07_02,0.51
A__03_01,C__15_05,0.544
B__08_01,B__15_03,0.219
B__15_15,B__15_16,0.167
A__01_01,B__40_02,0.471
A__25_01,B__14_02,0.427
A__34_01,B__15_16,0.41
C__01_02,C__15_05,0.253
A__24_03,C__03_04,0.699
A__68_01,A__74_01,0.387
A__23_01,C__07_01,0.52
A__74_01,B__27_06,0.397
B__14_02,C__12_02,0.46
B__44_03,C__02_02,0.55
B__57_01,C__03_06,0.647
A__01_01,C__07_04,0.533
B__08_01,C__06_02,0.551
A__29_02,A__68_01,0.316
B__48_01,C__06_02,0.671
A__23_01,C__16_01,0.583
A__29_02,A__74_01,0.214
A__02_01,B__44_02,0.518
B__18_01,C__05_01,0.645
B__27_02,C__16_01,0.68
A__33_01,B__44_02,0.436
A__24_02,C__15_02,0.61
A__34_01,B__35_01,0.392
A__68_02,B__57_01,0.52
A__02_01,A__29_01,0.316
A__23_01,A__68_01,0.471
A__02_06,B__44_05,0.514
A__24_03,B__37_01,0.405
B__07_02,B__44_02,0.335
A__25_01,B__35_02,0.397
A__31_01,C__07_01,0.454
A__31_01,C__04_01,0.629
C__07_01,C__08_01,0.508
A__68_02,C__01_02,0.531
B__40_02,C__03_04,0.642
A__24_02,C__07_02,0.643
A__74_03,C__03_06,0.663
B__15_16,B__18_01,0.3
B__14_02,B__15_08,0.195
B__44_02,B__44_03,0.0
A__29_02,B__48_01,0.467
A__23_01,B__44_02,0.504
A__24_03,B__40_02,0.49
A__11_01,B__37_01,0.344
B__13_02,B__51_01,0.322
A__26_01,A__29_02,0.352
A__68_02,B__39_05,0.415
C__03_04,C__03_06,0.089
B__55_01,C__15_02,0.484
A__02_01,A__68_02,0.141
B__14_02,C__06_02,0.516
A__30_02,B__40_01,0.508
B__40_01,C__02_02,0.593
A__29_01,B__44_05,0.431
B__44_04,C__03_03,0.585
B__44_05,C__05_01,0.669
C__04_01,C__08_01,0.374
A__25_01,B__51_01,0.405
B__44_02,C__12_03,0.546
A__30_01,A__33_01,0.31
B__44_05,C__08_01,0.61
B__56_01,B__57_01,0.272
A__23_01,C__08_02,0.687
B__40_01,C__15_05,0.605
B__55_01,C__04_01,0.56
B__15_16,C__12_02,0.492
B__15_01,B__44_03,0.297
A__74_03,B__35_02,0.417
B__27_02,C__04_01,0.716
A__33_01,C__15_02,0.48
B__40_01,C__14_02,0.595
A__29_02,C__04_01,0.562
B__13_02,B__44_05,0.4
A__01_01,A__68_02,0.319
A__74_01,C__07_01,0.473
B__08_01,B__15_15,0.303
B__44_02,C__07_04,0.585
C__15_05,C__16_01,0.232
A__24_03,B__15_15,0.564
B__40_01,B__44_02,0.313
A__03_01,B__15_01,0.377
A__03_01,B__55_01,0.366
A__02_06,B__56_01,0.407
A__24_03,A__68_02,0.516
C__05_01,C__12_03,0.397
A__33_01,C__15_05,0.473
A__24_03,B__15_01,0.502
A__31_01,B__18_01,0.447
A__02_01,C__07_04,0.588
C__03_06,C__07_01,0.473
A__32_01,B__55_01,0.349
A__29_02,A__32_01,0.195
A__24_02,C__07_01,0.583
A__32_01,C__17_01,0.529
C__03_03,C__16_01,0.322
A__29_02,C__07_01,0.42
A__31_01,B__55_01,0.363
B__55_01,C__07_01,0.492
A__24_02,B__40_02,0.498
B__18_01,C__16_01,0.52
A__74_03,B__51_01,0.371
B__07_05,C__17_01,0.598
A__02_06,C__03_04,0.585
B__15_16,B__56_01,0.249
B__41_02,C__03_04,0.674
A__74_01,C__03_06,0.662
B__15_01,C__03_03,0.6
A__29_01,B__35_01,0.349
A__32_01,B__15_03,0.319
B__56_01,C__07_01,0.5
A__30_02,B__27_06,0.486
B__15_15,C__04_01,0.607
A__30_01,A__68_02,0.456
A__02_01,C__04_01,0.621
B__07_05,B__35_02,0.341
A__26_01,C__06_02,0.484
A__31_01,B__37_01,0.341
A__24_03,B__18_01,0.553
B__15_16,B__44_03,0.29
A__68_01,C__08_02,0.634
A__33_01,A__74_01,0.3
A__74_03,B__44_03,0.434
A__31_01,B__35_02,0.402
C__03_03,C__06_02,0.358
B__44_02,B__56_01,0.319
A__24_03,B__13_02,0.494
A__30_02,C__07_01,0.523
C__08_01,C__15_02,0.371
B__08_01,B__40_02,0.355
A__11_01,A__34_01,0.341
A__68_02,B__14_02,0.427
B__44_03,B__48_01,0.361
B__35_01,C__03_06,0.531
A__33_01,B__44_05,0.434
C__02_02,C__08_01,0.369
B__56_01,C__01_02,0.477
C__07_01,C__17_01,0.522
A__74_01,C__16_01,0.553
B__15_15,B__27_06,0.445
B__55_01,B__57_01,0.253
A__24_02,B__35_02,0.546
A__26_01,C__12_02,0.48
B__35_08,C__17_01,0.571
C__07_01,C__15_02,0.303
A__30_01,C__07_02,0.512
C__01_02,C__04_01,0.352
B__57_01,C__07_01,0.54
A__29_01,C__07_01,0.445
B__15_16,C__07_01,0.531
C__06_02,C__08_02,0.382
B__44_04,C__04_01,0.59
B__27_05,C__12_03,0.663
B__27_05,C__16_01,0.681
B__35_08,C__12_02,0.417
A__24_03,A__32_01,0.397
A__29_02,B__07_05,0.443
B__35_01,B__51_01,0.126
A__25_01,B__52_01,0.467
A__29_01,C__04_01,0.571
A__29_02,B__15_03,0.319
B__41_02,C__12_02,0.592
A__11_01,B__48_01,0.5
B__35_03,B__44_03,0.313
A__30_01,B__52_01,0.313
A__32_01,B__57_01,0.341
B__44_04,C__03_04,0.578
B__37_01,C__12_02,0.559
B__40_02,C__12_02,0.597
B__15_15,C__08_01,0.608
A__01_01,B__41_02,0.463
A__34_01,C__16_01,0.496
A__31_01,C__02_02,0.508
B__35_02,C__15_02,0.471
B__44_04,B__52_01,0.319
B__44_02,C__04_01,0.605
B__40_02,C__14_02,0.588
B__44_03,C__07_01,0.55
C__05_01,C__12_02,0.397
B__08_01,B__35_03,0.237
A__33_01,B__14_02,0.329
A__24_02,B__37_01,0.405
A__03_01,C__06_02,0.595
B__07_02,B__15_08,0.335
B__48_01,C__07_02,0.642
B__15_16,B__35_03,0.249
B__27_06,B__39_05,0.486
B__15_16,C__02_02,0.523
A__03_01,B__41_02,0.402
A__74_03,C__17_01,0.592
A__34_01,A__74_01,0.449
A__02_01,A__30_02,0.407
A__30_02,B__35_02,0.412
B__15_03,C__03_06,0.583
B__15_15,B__41_02,0.371
A__24_03,B__15_03,0.449
B__15_15,C__01_02,0.516
A__68_01,B__07_02,0.544
A__68_01,C__15_02,0.576
C__04_01,C__07_01,0.506
A__34_01,B__14_02,0.407
B__18_01,C__07_04,0.581
A__29_01,B__27_02,0.492
A__74_01,B__35_08,0.429
A__29_02,A__74_03,0.19
A__24_03,B__07_05,0.529
C__06_02,C__08_01,0.358
B__57_01,C__03_04,0.618
A__02_01,A__26_01,0.397
B__52_01,C__07_02,0.516
C__06_02,C__17_01,0.449
B__08_01,B__57_01,0.316
B__15_15,B__35_03,0.205
B__07_02,C__12_02,0.588
A__25_01,B__07_02,0.623
A__25_01,C__05_01,0.62
A__32_01,A__34_01,0.431
A__68_01,B__39_05,0.42
A__31_01,B__51_01,0.363
B__44_05,B__51_01,0.303
A__29_02,B__41_02,0.431
B__35_02,C__16_01,0.427
A__33_01,B__44_03,0.434
A__24_03,B__44_02,0.559
A__03_01,A__30_01,0.279
A__32_01,C__05_01,0.656
B__07_05,C__06_02,0.587
A__23_01,B__44_03,0.5
C__03_04,C__14_02,0.279
A__24_02,A__30_02,0.429
A__68_01,B__08_01,0.427
C__07_04,C__15_05,0.4
B__14_02,B__27_06,0.438
A__30_01,C__12_02,0.518
A__24_02,C__06_02,0.671
A__01_01,C__03_06,0.544
A__11_01,C__16_01,0.516
C__08_01,C__08_02,0.155
C__07_02,C__15_05,0.293
B__35_01,C__16_01,0.46
B__15_01,B__15_16,0.2
A__32_01,B__13_02,0.402
B__15_08,C__03_04,0.555
A__03_01,A__29_01,0.338
A__29_01,B__27_06,0.504
B__15_08,C__03_06,0.585
B__39_05,B__41_02,0.395
A__24_02,C__05_01,0.769
A__29_02,C__15_02,0.469
B__44_02,C__07_02,0.566
B__27_05,C__06_02,0.684
B__15_01,C__16_01,0.544
C__03_06,C__06_02,0.335
B__27_02,B__44_02,0.276
B__15_03,B__35_02,0.205
B__27_06,C__14_02,0.678
B__27_02,C__03_03,0.707
B__15_16,C__07_02,0.531
C__05_01,C__16_01,0.407
B__14_02,C__17_01,0.597
A__02_01,A__25_01,0.412
B__35_03,B__44_05,0.316
C__04_01,C__05_01,0.412
B__07_02,B__57_01,0.303
B__37_01,B__48_01,0.319
B__07_05,B__27_02,0.402
B__08_01,C__03_04,0.6
C__03_04,C__07_02,0.395
A__24_02,B__15_03,0.452
B__44_03,C__08_01,0.607
B__15_16,B__57_01,0.195
A__74_01,B__51_01,0.371
A__29_02,B__40_02,0.438
B__40_01,B__44_03,0.316
B__07_05,B__44_05,0.319
A__02_01,A__32_01,0.379
A__02_06,B__37_01,0.46
A__02_01,C__03_03,0.59
A__32_01,C__06_02,0.527
B__18_01,C__08_01,0.593
B__41_02,C__03_03,0.68
A__30_01,B__44_04,0.443
A__30_02,B__44_03,0.477
B__27_02,B__39_05,0.463
A__25_01,A__68_01,0.366
B__37_01,B__56_01,0.232
C__08_02,C__17_01,0.486
A__32_01,B__15_08,0.424
A__02_01,C__14_02,0.525
B__27_02,C__06_02,0.686
B__44_05,C__15_05,0.546
A__30_02,A__74_01,0.303
B__44_02,C__12_02,0.55
A__34_01,B__44_03,0.486
A__02_06,B__08_01,0.415
A__30_01,B__44_03,0.434
B__52_01,C__15_02,0.484
B__15_08,C__03_03,0.562
A__02_01,A__23_01,0.434
B__07_05,B__44_04,0.329
A__11_01,B__56_01,0.363
B__37_01,C__15_05,0.553
A__74_01,B__44_04,0.447
A__30_02,B__07_02,0.465
B__51_01,C__14_02,0.469
A__68_02,B__40_02,0.576
C__01_02,C__02_02,0.272
B__14_02,B__44_05,0.316
B__37_01,C__05_01,0.709
A__23_01,C__02_02,0.553
A__30_02,B__35_03,0.379
A__74_01,C__01_02,0.592
A__03_01,C__12_02,0.544
A__02_06,C__15_02,0.551
A__26_01,C__17_01,0.656
B__07_05,C__12_02,0.546
B__39_05,B__40_02,0.392
B__27_05,C__07_04,0.678
B__27_02,C__14_02,0.663
B__15_08,B__40_02,0.371
B__15_15,C__12_03,0.498
A__11_01,A__33_01,0.322
A__03_01,C__07_01,0.51
A__11_01,A__30_02,0.31
B__13_02,B__15_01,0.219
B__14_02,B__39_05,0.126
C__12_02,C__12_03,0.0
A__02_01,A__34_01,0.382
C__12_02,C__14_02,0.134
A__29_01,B__07_02,0.469
A__74_03,B__15_01,0.379
B__44_05,C__07_02,0.562
C__03_04,C__08_01,0.349
A__29_02,C__12_02,0.452
A__30_01,B__40_01,0.49
